סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
1140 ,מדרשת בן גוריון ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,1795 ,124 ,484 ,591 ,285 ,150 ,161
1141 ,מבוא מודיעים ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,241 ,19 ,45 ,103 ,13 ,14 ,47
1143 ,נס עמים ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,486 ,52 ,166 ,160 ,74 ,10 ,24
1145 ,אלומה ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,1336 ,305 ,442 ,439 ,50 ,58 ,42
1146 ,עלומים ,62 ,באר שבע ,62 ,באר שבע ,39 ,שדות נגב ,528 ,57 ,123 ,200 ,34 ,39 ,75
1147 ,נטועה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,368 ,34 ,76 ,120 ,47 ,31 ,60
1148 ,צור נתן ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,303 ,18 ,56 ,92 ,59 ,11 ,67
1149 ,עזר ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,801 ,53 ,144 ,305 ,70 ,151 ,78
1150 ,צופר ,62 ,באר שבע ,63 ,אילת ,54 ,הערבה התיכונה ,535 ,57 ,100 ,216 ,42 ,60 ,60
1151 ,פארן ,62 ,באר שבע ,63 ,אילת ,54 ,הערבה התיכונה ,566 ,52 ,125 ,197 ,50 ,57 ,85
1152 ,אשלים ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,716 ,74 ,187 ,276 ,82 ,39 ,58
1153 ,כישור ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,136 ,1 ,2 ,47 ,40 ,25 ,21
1154 ,מלכישוע ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,67 ,22 ,16 ,26 ,0 ,2 ,1
1155 ,מגן שאול ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,762 ,102 ,206 ,255 ,72 ,27 ,100
1156 ,סמר ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,294 ,11 ,39 ,130 ,31 ,56 ,27
1157 ,אחווה ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,195 ,2 ,11 ,44 ,11 ,23 ,104
1158 ,יהל ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,335 ,30 ,77 ,103 ,39 ,43 ,43
1160 ,שכניה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,868 ,47 ,206 ,298 ,127 ,105 ,85
1161 ,רהט ,62 ,באר שבע ,62 ,באר שבע ,0 , ,73172 ,12499 ,23230 ,28754 ,4848 ,2071 ,1770
1162 ,בית רימון ,23 ,עפולה ,23 ,עפולה ,3 ,הגליל התחתון ,993 ,168 ,402 ,308 ,61 ,33 ,21
1163 ,מורן ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,517 ,41 ,114 ,186 ,70 ,45 ,61
1165 ,שילת ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,804 ,71 ,212 ,251 ,110 ,64 ,96
1166 ,כפר רות ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,293 ,51 ,51 ,95 ,17 ,15 ,64
1167 ,קיסריה ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,7161 ,406 ,1327 ,2166 ,1002 ,900 ,1360
1169 ,הוואשלה )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,2332 ,223 ,947 ,908 ,138 ,62 ,54
1170 ,סייד )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,2119 ,191 ,1000 ,762 ,67 ,45 ,54
1171 ,לוטם ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,821 ,55 ,236 ,258 ,143 ,76 ,53
1172 ,תובל ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,440 ,31 ,86 ,158 ,53 ,75 ,37
1173 ,לפידות ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,150 ,11 ,19 ,54 ,10 ,14 ,42
1174 ,מנוף ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,941 ,43 ,243 ,310 ,139 ,98 ,108
1175 ,עידן ,62 ,באר שבע ,62 ,באר שבע ,54 ,הערבה התיכונה ,514 ,33 ,139 ,179 ,73 ,42 ,48
1176 ,ספיר ,62 ,באר שבע ,63 ,אילת ,54 ,הערבה התיכונה ,596 ,55 ,163 ,198 ,81 ,51 ,48
1177 ,טללים ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,639 ,47 ,201 ,248 ,103 ,30 ,10
1178 ,מורשת ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1774 ,153 ,537 ,644 ,206 ,138 ,96
1179 ,קורנית ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,955 ,59 ,249 ,303 ,135 ,124 ,85
1180 ,צביה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,349 ,21 ,59 ,102 ,47 ,62 ,58
1181 ,טל-אל ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1413 ,100 ,330 ,505 ,199 ,136 ,143
1182 ,אלון הגליל ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1212 ,81 ,282 ,429 ,138 ,180 ,102
1183 ,כליל ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,905 ,94 ,242 ,311 ,124 ,61 ,73
1184 ,מתת ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,239 ,17 ,43 ,96 ,31 ,23 ,29
1185 ,פלך ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,220 ,35 ,67 ,87 ,21 ,5 ,5
1186 ,הושעיה ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,2239 ,191 ,633 ,793 ,247 ,221 ,154
1187 ,עיר אובות ,62 ,באר שבע ,62 ,באר שבע ,54 ,הערבה התיכונה ,60 ,3 ,24 ,15 ,9 ,6 ,3
1188 ,אשחר ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1062 ,98 ,362 ,361 ,151 ,52 ,38
1190 ,מצפה נטופה ,23 ,עפולה ,23 ,עפולה ,3 ,הגליל התחתון ,1169 ,143 ,352 ,406 ,95 ,83 ,90
1191 ,בר יוחאי ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,1253 ,134 ,435 ,433 ,161 ,59 ,31
1192 ,ערערה-בנגב ,62 ,באר שבע ,62 ,באר שבע ,0 , ,19884 ,3538 ,6805 ,7546 ,1146 ,454 ,395
1195 ,ניצנה )קהילת חינוך( ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,322 ,16 ,52 ,222 ,19 ,9 ,4
1196 ,מחנה יתיר ,62 ,באר שבע ,62 ,באר שבע ,0 , ,269 ,62 ,128 ,74 ,2 ,0 ,3
1197 ,נאות סמדר ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,237 ,14 ,39 ,96 ,18 ,43 ,27
1198 ,כרמים ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,461 ,57 ,170 ,156 ,45 ,22 ,11
1199 ,עדי ,24 ,עכו ,24 ,עכו ,9 ,עמק יזרעאל ,2018 ,114 ,426 ,694 ,275 ,266 ,243
1200 ,מודיעין-מכבים-רעות ,43 ,רמלה ,43 ,רמלה ,0 , ,100441 ,7005 ,25849 ,32951 ,15855 ,8489 ,10292
1201 ,כמון ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,818 ,45 ,207 ,286 ,107 ,97 ,76
1202 ,מכמנים ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,593 ,50 ,157 ,205 ,68 ,50 ,63
1203 ,הררית ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,701 ,55 ,228 ,209 ,100 ,38 ,71
1204 ,גילון ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1281 ,76 ,276 ,468 ,181 ,155 ,125
1205 ,מנות ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,563 ,71 ,126 ,214 ,53 ,53 ,46
1206 ,גיתה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,292 ,9 ,69 ,90 ,40 ,43 ,41
1207 ,לבון ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,815 ,33 ,266 ,256 ,162 ,45 ,53
1208 ,הילה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,656 ,26 ,126 ,242 ,100 ,94 ,68
1209 ,חרשים ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,374 ,49 ,78 ,136 ,31 ,38 ,42
1210 ,כחל ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,531 ,46 ,116 ,192 ,40 ,57 ,80
1211 ,קדרים ,22 ,כנרת ,22 ,טבריה ,1 ,הגליל העליון ,309 ,39 ,67 ,109 ,44 ,48 ,2
1212 ,עמוקה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,189 ,15 ,21 ,66 ,8 ,23 ,56
1213 ,צבעון ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,372 ,49 ,115 ,144 ,40 ,15 ,9
1214 ,טפחות ,22 ,כנרת ,22 ,טבריה ,2 ,מרום הגליל ,450 ,60 ,133 ,176 ,26 ,28 ,27
1219 ,גורנות הגליל ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,280 ,33 ,47 ,115 ,17 ,39 ,29
1220 ,אבירים ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,350 ,60 ,58 ,147 ,19 ,35 ,31
1221 ,צורית ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1033 ,77 ,211 ,374 ,138 ,119 ,114
1222 ,מצפה אבי"ב ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1149 ,89 ,315 ,415 ,146 ,113 ,71
1223 ,שדי אברהם ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,383 ,23 ,98 ,138 ,60 ,30 ,34
1224 ,כוכב יאיר ,42 ,פתח תקווה ,47 ,כפר סבא ,0 , ,10532 ,667 ,2104 ,3415 ,1368 ,1375 ,1603
1225 ,רביד ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,121 ,23 ,17 ,55 ,15 ,11 ,0
1226 ,יובלים ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1413 ,68 ,326 ,452 ,196 ,127 ,244
1227 ,יתד ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,611 ,93 ,151 ,229 ,60 ,32 ,46
1228 ,רקפת ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1111 ,67 ,270 ,410 ,149 ,138 ,77
1229 ,כלנית ,22 ,כנרת ,22 ,טבריה ,2 ,מרום הגליל ,305 ,56 ,64 ,118 ,7 ,30 ,30
1230 ,לבנים ,22 ,כנרת ,22 ,טבריה ,2 ,מרום הגליל ,528 ,49 ,124 ,188 ,66 ,41 ,60
1231 ,פרי גן ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,256 ,17 ,65 ,89 ,33 ,12 ,40
1232 ,יבול ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,370 ,31 ,123 ,116 ,42 ,10 ,48
1233 ,שקף ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,557 ,99 ,140 ,227 ,22 ,28 ,41
1234 ,קבועה )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,1479 ,104 ,548 ,632 ,98 ,52 ,45
1235 ,שורשים ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,650 ,50 ,156 ,232 ,87 ,54 ,71
1236 ,נירית ,42 ,פתח תקווה ,349 ,ראש העין ,20 ,דרום השרון ,1107 ,61 ,185 ,371 ,139 ,165 ,186
1237 ,תלמי יוסף ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,386 ,29 ,76 ,131 ,49 ,37 ,64
1238 ,סופה ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,245 ,24 ,28 ,103 ,24 ,48 ,18
1239 ,חולית ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,200 ,24 ,36 ,87 ,24 ,21 ,8
1240 ,עין הבשור ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,1160 ,53 ,357 ,338 ,234 ,42 ,136
1241 ,דקל ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,436 ,32 ,120 ,135 ,57 ,26 ,66
1242 ,נתיב העשרה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,1073 ,73 ,270 ,346 ,187 ,65 ,132
1243 ,קציר ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,3213 ,196 ,723 ,1110 ,494 ,392 ,298
1244 ,תמרת ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1508 ,130 ,227 ,476 ,145 ,158 ,372
1245 ,סלמה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,3745 ,434 ,929 ,1635 ,393 ,178 ,176
1246 ,עראמשה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1638 ,168 ,377 ,683 ,172 ,111 ,127
1247 ,חריש ,32 ,חדרה ,32 ,חדרה ,0 , ,30967 ,6873 ,7613 ,12054 ,1984 ,1098 ,1345
1248 ,אליפז ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,195 ,12 ,55 ,66 ,36 ,20 ,6
1249 ,הרדוף ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,635 ,59 ,132 ,238 ,77 ,92 ,37
1251 ,עין תמר ,62 ,באר שבע ,62 ,באר שבע ,51 ,תמר ,220 ,18 ,49 ,71 ,28 ,31 ,23
1252 ,כורזים ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,429 ,21 ,56 ,167 ,26 ,49 ,110
1253 ,אמנון ,22 ,כנרת ,22 ,טבריה ,55 ,מבואות החרמון ,513 ,56 ,108 ,180 ,41 ,55 ,73
1254 ,נטף ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,552 ,84 ,89 ,224 ,30 ,45 ,80
1255 ,לוטן ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,250 ,21 ,38 ,93 ,40 ,51 ,7
1256 ,אשרת ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,637 ,46 ,122 ,222 ,73 ,73 ,101
1257 ,חנתון ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,984 ,87 ,343 ,300 ,146 ,53 ,55
1258 ,מסד ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,441 ,46 ,86 ,164 ,53 ,53 ,39
1259 ,נווה שלום ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,361 ,39 ,65 ,140 ,38 ,41 ,38
1260 ,רתמים ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,739 ,159 ,320 ,250 ,5 ,2 ,3
1261 ,הר עמשא ,62 ,באר שבע ,62 ,באר שבע ,51 ,תמר ,244 ,48 ,67 ,90 ,12 ,15 ,12
1262 ,צוקים ,62 ,באר שבע ,62 ,באר שבע ,54 ,הערבה התיכונה ,371 ,22 ,131 ,100 ,79 ,25 ,14
1263 ,כפר ורדים ,24 ,עכו ,24 ,עכו ,0 , ,6278 ,258 ,1290 ,1977 ,900 ,696 ,1157
1264 ,כרמי יוסף ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1963 ,180 ,361 ,610 ,198 ,174 ,440
1265 ,שומריה ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,818 ,125 ,353 ,249 ,35 ,38 ,18
1266 ,שחרות ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,186 ,14 ,21 ,89 ,29 ,23 ,10
1267 ,שיטים ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,5 ,0 ,0 ,3 ,2 ,0 ,0
1268 ,מיתר ,62 ,באר שבע ,62 ,באר שבע ,0 , ,12226 ,961 ,3407 ,4148 ,1625 ,881 ,1204
1271 ,להבים ,62 ,באר שבע ,62 ,באר שבע ,0 , ,7471 ,478 ,1591 ,2397 ,952 ,773 ,1280
1272 ,חלוץ ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,640 ,38 ,159 ,216 ,99 ,77 ,51
1274 ,גן נר ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,2897 ,163 ,588 ,1110 ,429 ,340 ,267
1275 ,אבטליון ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,502 ,32 ,157 ,153 ,99 ,44 ,17
1276 ,אשבל ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,120 ,26 ,21 ,61 ,12 ,0 ,0
1278 ,באר מילכה ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,213 ,26 ,79 ,62 ,36 ,8 ,2
1279 ,נווה חריף ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,107 ,9 ,15 ,52 ,10 ,15 ,6
1280 ,ניצני סיני ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,343 ,33 ,82 ,131 ,44 ,33 ,20
1282 ,מירב ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,818 ,94 ,312 ,281 ,71 ,52 ,8
1283 ,תל תאומים ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,567 ,92 ,132 ,221 ,34 ,45 ,43
1284 ,נופית ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,2706 ,116 ,598 ,869 ,494 ,270 ,359
1285 ,כרכום ,22 ,כנרת ,21 ,צפת ,55 ,מבואות החרמון ,564 ,26 ,83 ,219 ,54 ,122 ,60
1286 ,שגב-שלום ,62 ,באר שבע ,62 ,באר שבע ,0 , ,12204 ,2151 ,3994 ,4672 ,757 ,359 ,271
1287 ,שני ,62 ,באר שבע ,62 ,באר שבע ,78 ,הר חברון ,563 ,43 ,145 ,191 ,76 ,43 ,65
1288 ,גבעת אלה ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,2161 ,160 ,446 ,694 ,241 ,249 ,371
1290 ,זמר ,41 ,השרון ,41 ,נתניה ,0 , ,7630 ,812 ,1807 ,3130 ,783 ,571 ,527
1291 ,כמהין ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,248 ,28 ,71 ,89 ,42 ,15 ,3
1292 ,ג'דיידה-מכר ,24 ,עכו ,24 ,עכו ,0 , ,21455 ,1834 ,4601 ,9164 ,2692 ,1824 ,1340
1293 ,גבעת אבני ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,2296 ,132 ,477 ,807 ,313 ,280 ,287
1294 ,אור הגנוז ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,648 ,88 ,252 ,189 ,72 ,41 ,6
1295 ,יאנוח-ג'ת ,24 ,עכו ,24 ,עכו ,0 , ,7000 ,649 ,1599 ,3060 ,804 ,473 ,415
1296 ,כסרא-סמיע ,24 ,עכו ,24 ,עכו ,0 , ,9278 ,989 ,2320 ,4075 ,903 ,546 ,445
1297 ,כפר חנניה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,805 ,72 ,210 ,283 ,110 ,75 ,55
1298 ,אתגר ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,33 ,0 ,0 ,9 ,1 ,10 ,13
1303 ,חורה ,62 ,באר שבע ,62 ,באר שבע ,0 , ,19707 ,3763 ,6791 ,7129 ,1129 ,477 ,418
1304 ,שוהם ,43 ,רמלה ,43 ,רמלה ,0 , ,22660 ,1412 ,4843 ,7808 ,3586 ,2940 ,2071
1309 ,אלעד ,42 ,פתח תקווה ,349 ,ראש העין ,0 , ,49481 ,7417 ,19597 ,16992 ,3225 ,1210 ,1040
1310 ,לפיד ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,2296 ,99 ,454 ,834 ,357 ,399 ,153
1311 ,אבשלום ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,403 ,28 ,78 ,140 ,55 ,43 ,59
1313 ,פוריה עילית ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,1382 ,110 ,304 ,491 ,167 ,111 ,199
1314 ,נווה זיו ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,921 ,65 ,269 ,301 ,168 ,68 ,50
1315 ,מתן ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,3591 ,171 ,803 ,1265 ,622 ,505 ,225
1316 ,אל-עריאן ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,190 ,23 ,38 ,85 ,18 ,15 ,11
1317 ,דמיידה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,560 ,66 ,151 ,207 ,63 ,43 ,30
1318 ,מבואות ים ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,57 ,9 ,15 ,23 ,6 ,4 ,0
1319 ,בת חפר ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,5625 ,271 ,1256 ,2042 ,1099 ,620 ,337
1320 ,עין חוד ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,317 ,52 ,64 ,133 ,32 ,19 ,17
1321 ,ח'ואלד ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,766 ,71 ,212 ,307 ,91 ,49 ,36
1322 ,הודיות ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,74 ,21 ,22 ,26 ,2 ,2 ,1
1323 ,בת הדר ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,732 ,42 ,188 ,253 ,105 ,74 ,70
1324 ,ארסוף ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,219 ,16 ,49 ,61 ,37 ,26 ,30
1325 ,כפר זוהרים ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,51 ,20 ,11 ,20 ,0 ,0 ,0
1326 ,בסמ"ה ,32 ,חדרה ,32 ,חדרה ,0 , ,11613 ,1324 ,3094 ,4828 ,1114 ,683 ,570
1327 ,מעלה עירון ,32 ,חדרה ,23 ,עפולה ,0 , ,16013 ,1724 ,3816 ,6708 ,1760 ,1125 ,880
1330 ,אחוזת ברק ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,2718 ,190 ,692 ,955 ,427 ,253 ,201
1331 ,כמאנה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1653 ,170 ,397 ,725 ,168 ,104 ,89
1332 ,חוסנייה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,922 ,107 ,219 ,412 ,98 ,36 ,50
1333 ,נוף איילון ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,2382 ,195 ,506 ,950 ,211 ,341 ,179
1334 ,ראס אל-עין ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,424 ,53 ,92 ,194 ,42 ,23 ,20
1335 ,ערב אל נעים ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,868 ,95 ,209 ,443 ,74 ,32 ,15
1336 ,אירוס ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,868 ,61 ,293 ,267 ,153 ,57 ,37
1337 ,שמשית ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,2590 ,63 ,623 ,914 ,618 ,284 ,88
1338 ,כדיתה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,205 ,28 ,40 ,77 ,23 ,19 ,18
1339 ,אל-עזי ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,158 ,15 ,45 ,50 ,19 ,20 ,9
1340 ,מרחב עם ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,598 ,96 ,276 ,168 ,45 ,8 ,5
1342 ,אבו קרינאת )יישוב( ,62 ,באר שבע ,62 ,באר שבע ,68 ,נווה מדבר ,1322 ,277 ,361 ,559 ,75 ,29 ,21
1343 ,מכחול ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,1187 ,232 ,336 ,468 ,74 ,42 ,35
1344 ,גבעות בר ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1280 ,97 ,506 ,406 ,210 ,35 ,26
1345 ,צור יצחק ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,7041 ,953 ,2226 ,2456 ,742 ,241 ,423
1346 ,תראבין א-צאנע)ישוב( ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,1288 ,241 ,401 ,501 ,81 ,33 ,31
1347 ,קצר א-סר ,62 ,באר שבע ,62 ,באר שבע ,68 ,נווה מדבר ,2755 ,570 ,806 ,1080 ,168 ,67 ,64
1348 ,ביר הדאג' ,62 ,באר שבע ,62 ,באר שבע ,68 ,נווה מדבר ,3023 ,693 ,936 ,1046 ,190 ,84 ,74
1349 ,דריג'את ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,1075 ,143 ,309 ,461 ,88 ,42 ,32
1358 ,אום בטין ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,4569 ,868 ,1391 ,1839 ,257 ,128 ,86
1359 ,אל סייד ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,3803 ,763 ,1068 ,1547 ,228 ,123 ,74
1360 ,סעוה ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,2203 ,486 ,651 ,808 ,167 ,60 ,31
1361 ,בת חן ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,524 ,26 ,98 ,131 ,62 ,30 ,177
1363 ,בני נצרים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,925 ,180 ,396 ,276 ,46 ,20 ,7
1364 ,שלומית ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,468 ,135 ,178 ,152 ,2 ,1 ,0
1365 ,אליאב ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,772 ,129 ,328 ,235 ,76 ,4 ,0
1366 ,נווה ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,967 ,192 ,419 ,278 ,53 ,19 ,6
1367 ,כחלה ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,466 ,69 ,134 ,189 ,28 ,24 ,22
1368 ,בני דקלים ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,1736 ,278 ,762 ,541 ,74 ,48 ,33
1369 ,נטע ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,843 ,139 ,389 ,262 ,41 ,12 ,0
1370 ,מצפה אילן ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,764 ,98 ,363 ,231 ,71 ,0 ,1
1371 ,גני טל ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,944 ,148 ,352 ,294 ,52 ,16 ,82
1372 ,נצר חזני ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,570 ,91 ,187 ,200 ,29 ,25 ,38
1373 ,שלווה במדבר ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,17 ,3 ,1 ,11 ,1 ,1 ,0
1374 ,כרמי קטיף ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,730 ,135 ,272 ,241 ,59 ,18 ,5
1375 ,אבו תלול ,62 ,באר שבע ,62 ,באר שבע ,68 ,נווה מדבר ,2401 ,531 ,762 ,855 ,148 ,56 ,49
